sub-01, 0.0002718997001647949, 0.0003399181365966796, 0.0004672837257385254, 0.0003203940391540526, 0.0003214454650878906
sub-02, 0.0002426981925964355, 0.00027366876602172855, 0.0002722001075744629, 0.00030138731002807615, 0.0002846169471740722
sub-03, 0.000296015739440918, 0.00031199216842651365, 0.0003106927871704103, 0.0003091335296630861, 0.00031182765960693367
sub-04, 0.00023172855377197267, 0.00026283025741577145, 0.0002600789070129396, 0.00026429414749145534, 0.00027085065841674804
sub-05, 0.00026496648788452157, 0.00025252342224121107, 0.0002675580978393556, 0.000272657871246338, 0.00025669574737548835
sub-06, 0.0002446174621582031, 0.0002661609649658204, 0.00027110576629638675, 0.00029337406158447255, 0.00028012752532958997
sub-07, 0.00026951313018798824, 0.0003063416481018067, 0.0003076028823852539, 0.0002839374542236329, 0.00027165651321411135
sub-08, 0.0002581024169921875, 0.0002898812294006348, 0.0002738666534423829, 0.0002676391601562501, 0.00025323152542114266
sub-09, 0.0002612805366516113, 0.0002705621719360352, 0.0002698516845703126, 0.0002948713302612304, 0.00027544498443603525
sub-10, 0.0002235198020935059, 0.0002763938903808595, 0.000279703140258789, 0.00026683092117309583, 0.0002712297439575197
