sub-01, 0.0003513383865356444, 0.00039213180541992204, 0.0003737711906433106, 0.0003535008430480958, 0.000370020866394043
sub-02, 0.00032119989395141586, 0.0003465557098388673, 0.0003686523437500002, 0.00034945726394653337, 0.00037292003631591794
sub-03, 0.00041630506515502933, 0.00047849416732788065, 0.0004911589622497561, 0.0004108262062072755, 0.0004389166831970213
sub-04, 0.00034234046936035175, 0.00036928653717041023, 0.0003897285461425781, 0.0003653645515441895, 0.0003703737258911132
sub-05, 0.0003144049644470216, 0.00035121202468872063, 0.00035322904586791997, 0.00035450696945190426, 0.00039207220077514655
sub-06, 0.00034392833709716807, 0.0003607130050659179, 0.00037742614746093744, 0.00040788888931274424, 0.0004482316970825196
sub-07, 0.00036768913269042964, 0.0003806805610656739, 0.0003756904602050782, 0.00034525394439697274, 0.0003661799430847167
sub-08, 0.0003659486770629881, 0.0003477287292480469, 0.00036495685577392584, 0.0003492641448974608, 0.00033623218536376964
sub-09, 0.00039854764938354473, 0.0004062128067016601, 0.0004270958900451661, 0.0003861260414123536, 0.0003637409210205079
sub-10, 0.0004054641723632814, 0.00037770032882690426, 0.0003791427612304688, 0.00034998893737792975, 0.0003622961044311524
