sub-01, 0.000570971965789795, 0.0006430673599243164, 0.0007232999801635741, 0.0006587791442871097, 0.0006752252578735354
sub-02, 0.0005528426170349123, 0.0006665587425231934, 0.0007759070396423341, 0.00095184326171875, 0.0008998823165893554
sub-03, 0.0006524419784545896, 0.0007616567611694336, 0.0007533073425292969, 0.0007469487190246583, 0.0007548737525939939
sub-04, 0.0006964492797851561, 0.0007080388069152831, 0.0007090497016906738, 0.0007372117042541499, 0.0007577657699584958
sub-05, 0.0004928040504455565, 0.0005426597595214842, 0.0005397891998291014, 0.0005897712707519531, 0.00046197175979614255
sub-06, 0.0005686378479003906, 0.000655486583709717, 0.0006606435775756835, 0.000662333965301514, 0.0007097268104553225
sub-07, 0.0006090664863586424, 0.000678651332855225, 0.0006737613677978517, 0.0006585264205932616, 0.0006687116622924806
sub-08, 0.0003916525840759277, 0.00043366432189941424, 0.000456247329711914, 0.000450303554534912, 0.00045264720916748046
sub-09, 0.0005595707893371584, 0.0006321310997009274, 0.0006538295745849606, 0.0006907844543457034, 0.0006914424896240236
sub-10, 0.0005590128898620605, 0.0006336140632629393, 0.0006816196441650391, 0.0006457400321960454, 0.000641500949859619
